lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,previous_stays,reserved_room_type,booking_changes,deposit_type,days_in_waiting_list,average_daily_rate,total_of_special_requests
29,1,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,107,3
48,2,5,2,0,0,HB,Online TA,0,E,0,No Deposit,0,120.57,2
34,1,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,86.5,2
25,1,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,77,2
105,4,12,2,0,0,BB,Online TA,0,F,0,No Deposit,0,63.56,2
1,0,1,1,0,0,HB,Direct,0,A,1,No Deposit,0,0,0
1,0,1,1,0,0,HB,Direct,0,A,0,No Deposit,0,0,0
153,1,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,78.75,1
61,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,67,2
27,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,67,0
33,2,4,2,0,0,BB,Direct,0,A,0,No Deposit,0,58.5,1
66,2,4,2,0,0,BB,Online TA,0,D,1,No Deposit,0,79,1
56,2,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,43.2,0
54,2,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,56.85,2
56,2,4,2,0,0,BB,Online TA,0,A,4,No Deposit,0,45.2,1
26,0,4,2,0,0,BB,Online TA,0,E,0,No Deposit,0,105,2
73,2,5,2,0,0,Undefined,Direct,0,F,1,No Deposit,0,153.61,1
26,0,4,2,0,0,BB,Online TA,0,E,0,No Deposit,0,105,2
170,2,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,77.71,2
81,2,5,2,0,0,BB,Online TA,0,E,0,No Deposit,0,64.49,0
33,0,2,2,0,0,BB,Direct,0,A,0,No Deposit,0,77,0
57,0,3,2,0,0,BB,Direct,0,A,0,No Deposit,0,50,0
56,0,4,2,0,0,BB,Direct,0,A,0,No Deposit,0,64,1
56,0,4,1,0,0,BB,Online TA,0,A,0,No Deposit,0,51,1
58,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,50,0
57,0,3,2,0,0,BB,Direct,0,A,4,No Deposit,0,76.67,0
70,2,5,2,0,0,BB,Direct,0,F,0,No Deposit,0,89.61,0
30,2,5,2,0,0,BB,Direct,0,A,1,No Deposit,0,81,0
265,2,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,53.97,1
265,2,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,51.97,1
265,2,5,2,0,0,BB,Online TA,0,E,0,No Deposit,0,64.37,1
25,2,5,2,0,0,BB,Online TA,0,G,1,No Deposit,0,155,0
0,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,122,1
9,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,115,2
61,1,4,2,0,0,BB,Online TA,0,D,1,No Deposit,0,82,1
5,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,85,1
1,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,92,1
170,1,4,2,2,0,BB,Direct,0,G,0,No Deposit,0,105.3,0
63,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,60,2
4,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,85,3
5,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,85,3
0,0,1,1,0,0,BB,Direct,0,E,1,No Deposit,0,110,0
8,0,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,122,2
14,0,3,2,0,0,BB,Direct,0,E,0,No Deposit,0,110,0
0,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,110,2
209,1,0,2,0,0,BB,Online TA,0,E,0,No Deposit,0,90,1
2,0,2,2,0,0,BB,Direct,0,E,0,No Deposit,0,104.5,1
1,0,2,2,0,0,HB,Online TA,0,F,0,No Deposit,0,140.6,1
1,0,1,2,2,0,HB,Online TA,0,H,1,No Deposit,0,223,0
20,0,5,2,1,0,BB,Online TA,0,G,0,No Deposit,0,129.6,1
199,0,2,1,0,0,BB,Online TA,0,A,1,No Deposit,0,52.9,1
55,2,5,2,0,0,BB,Online TA,0,A,0,No Deposit,0,71.14,1
63,0,3,2,0,0,BB,Online TA,0,E,0,No Deposit,0,73.15,1
4,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,85,1
9,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,92,1
3,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,92,1
0,0,2,2,2,0,BB,Direct,0,C,0,No Deposit,0,121,0
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,110,0
2,0,2,2,0,0,BB,Online TA,0,C,1,No Deposit,0,125,1
1,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,122,2
1,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,115,2
9,0,3,2,0,0,HB,Direct,0,F,3,No Deposit,0,162,1
63,1,4,2,0,0,BB,Direct,0,E,0,No Deposit,0,86.4,0
64,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,54,0
1,1,0,1,0,0,BB,Online TA,0,A,0,No Deposit,0,65.6,1
7,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,92,1
33,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,75,1
205,1,4,1,0,0,BB,Online TA,0,A,0,No Deposit,0,35.34,1
205,1,4,1,0,0,BB,Online TA,0,A,0,No Deposit,0,35.34,1
38,1,1,2,0,0,BB,Online TA,0,A,1,No Deposit,0,77,1
207,1,3,1,0,0,BB,Online TA,0,A,0,No Deposit,0,51,1
208,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,60,2
30,3,7,2,0,0,BB,Direct,0,A,0,No Deposit,0,65,1
214,1,3,2,2,0,BB,Online TA,0,G,0,No Deposit,0,130,2
20,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,85,1
29,2,3,2,0,0,BB,Online TA,0,E,0,No Deposit,0,107,1
36,3,5,2,1,1,BB,Direct,0,F,1,No Deposit,0,131.88,1
29,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,75,1
40,4,10,2,0,0,BB,Online TA,0,E,0,No Deposit,0,97.36,1
240,2,5,2,0,0,BB,Online TA,0,A,3,No Deposit,0,57.43,1
0,1,0,1,0,0,BB,Online TA,0,A,0,No Deposit,0,94,2
10,2,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,80,0
48,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,75,1
16,2,5,2,0,0,BB,Online TA,0,G,1,No Deposit,0,161.43,1
11,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,68,0
0,2,0,2,0,0,BB,Online TA,0,A,1,No Deposit,0,90,1
0,2,0,2,0,0,BB,Online TA,0,A,1,No Deposit,0,110,1
13,2,0,2,0,0,BB,Direct,0,E,2,No Deposit,0,117,0
8,2,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,68,1
1,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,90,1
35,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,75,1
0,4,10,1,0,0,BB,Online TA,0,E,0,No Deposit,0,75.6,0
25,2,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,81.67,1
4,2,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,65.6,0
30,2,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,105,1
13,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,76,2
14,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,100,1
14,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,100,1
13,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,76,2
7,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,105,1
7,0,1,1,0,0,BB,Online TA,0,D,1,No Deposit,0,105,1
110,2,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,66,1
39,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,77,2
24,2,1,2,0,0,HB,Online TA,0,D,0,No Deposit,0,135.67,2
155,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,50.2,0
53,2,5,2,1,0,BB,Online TA,0,E,0,No Deposit,0,140.62,1
11,2,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,117,1
11,2,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,117,1
5,1,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,112,1
42,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,102,1
180,2,6,2,0,0,BB,Online TA,0,D,0,No Deposit,0,64.1,1
21,2,5,2,1,0,HB,Online TA,0,E,0,No Deposit,0,137.89,0
36,3,6,2,0,0,HB,Online TA,0,E,1,No Deposit,0,111.78,0
13,2,2,2,2,0,BB,Online TA,0,G,0,No Deposit,0,165,1
39,2,2,2,2,0,BB,Online TA,0,G,0,No Deposit,0,145,1
53,2,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,84,2
3,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,90,1
21,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,99,1
14,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,100,1
4,2,4,2,2,0,HB,Online TA,0,G,0,No Deposit,0,215.5,1
47,0,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,120,2
7,0,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,105,1
7,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,90,1
42,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,75,0
49,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,57,1
5,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,67.24,0
14,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,85,1
62,2,2,2,0,0,HB,Online TA,0,A,1,No Deposit,0,79.2,0
62,2,2,2,0,0,HB,Online TA,0,A,1,No Deposit,0,86.2,0
10,1,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,103.33,2
200,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,41.58,1
200,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,46.83,1
200,2,2,1,2,0,BB,Online TA,0,A,0,No Deposit,0,57.14,1
45,2,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,90,1
22,1,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,120.67,1
22,1,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,113.67,1
129,1,2,2,2,0,BB,Online TA,0,G,2,No Deposit,0,152,0
211,2,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,76.64,1
211,2,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,69.64,1
150,2,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,90,2
3,1,2,2,0,0,BB,Direct,0,A,1,No Deposit,0,99,1
211,2,5,2,1,0,BB,Direct,0,G,0,No Deposit,0,107.83,0
29,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,75,2
11,2,2,2,2,0,BB,Direct,0,C,0,No Deposit,0,129.5,0
9,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,97,1
13,2,2,1,0,0,BB,Online TA,0,E,0,No Deposit,0,115,1
16,0,2,2,0,0,BB,Online TA,0,E,2,No Deposit,0,120,1
18,1,2,2,2,0,HB,Online TA,0,C,0,No Deposit,0,173,3
2,1,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,122,1
40,1,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,75.6,2
12,2,2,1,0,0,BB,Online TA,0,A,0,No Deposit,0,78.5,2
12,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,94.5,2
2,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,91,1
13,2,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,117,1
133,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,62,1
17,0,3,2,0,0,HB,Online TA,0,A,0,No Deposit,0,152,2
3,0,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,127,1
6,1,2,2,1,0,HB,Direct,0,A,5,No Deposit,0,123.28,0
185,2,2,2,1,1,BB,Online TA,0,A,2,No Deposit,0,95.2,2
1,0,2,2,0,0,BB,Direct,0,D,1,No Deposit,0,116,2
53,2,5,2,1,0,HB,Direct,0,H,0,No Deposit,0,199.71,0
10,2,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,76,3
64,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,61.6,1
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,131,0
56,0,3,2,0,0,HB,Online TA,0,A,0,No Deposit,0,80.71,1
276,2,5,2,0,0,BB,Online TA,0,A,2,No Deposit,0,58.61,1
48,2,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,88,2
50,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,89.5,0
70,2,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,63.32,1
87,2,3,2,0,0,HB,Online TA,0,E,0,No Deposit,0,144,0
53,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,70.53,1
49,1,2,2,0,0,BB,Direct,1,A,0,No Deposit,0,142,0
23,0,3,2,0,0,BB,Direct,2,A,0,No Deposit,0,161.25,2
62,2,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,70.84,1
62,2,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,77.84,1
32,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,72,1
31,1,3,2,2,0,BB,Online TA,0,C,0,No Deposit,0,122.5,2
39,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,82.5,0
38,2,4,2,0,0,BB,Online TA,0,A,1,No Deposit,0,87,2
198,0,3,2,0,0,BB,Online TA,0,E,0,No Deposit,0,91.5,0
198,0,3,2,1,0,BB,Online TA,0,E,2,No Deposit,0,109,1
0,0,3,2,0,0,BB,Direct,0,E,0,No Deposit,0,141.33,1
44,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,105,1
53,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,105,3
82,2,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,92,1
21,0,2,3,0,0,BB,Direct,0,G,2,No Deposit,0,192,1
71,0,1,1,0,0,BB,Online TA,0,A,0,No Deposit,0,76,2
26,1,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,113.25,1
88,2,3,2,0,0,BB,Online TA,0,F,0,No Deposit,0,92.58,1
44,0,2,2,0,0,BB,Direct,0,E,0,No Deposit,0,110.5,0
10,2,3,1,0,0,HB,Online TA,0,A,1,No Deposit,0,102,0
68,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,85,2
28,2,3,2,2,0,BB,Online TA,0,C,0,No Deposit,0,158,0
0,0,1,2,0,0,BB,Direct,0,F,0,No Deposit,0,105,0
72,1,2,2,0,0,BB,Direct,0,F,0,No Deposit,0,105,0
4,0,1,1,0,0,BB,Direct,0,E,0,No Deposit,0,161,0
28,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,127,1
36,0,4,2,2,0,BB,Direct,0,C,0,No Deposit,0,133.5,2
48,1,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,94,1
59,1,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,79,1
17,0,3,2,2,0,BB,Direct,0,G,0,No Deposit,0,183.33,0
42,0,3,2,0,1,BB,Online TA,0,A,1,No Deposit,0,95,0
42,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,102,0
23,0,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,102.5,1
142,2,4,2,0,0,HB,Online TA,0,E,0,No Deposit,0,84.49,2
142,2,4,2,0,0,HB,Online TA,0,E,0,No Deposit,0,84.49,2
49,0,2,2,2,0,BB,Online TA,0,G,1,No Deposit,0,175,0
61,0,4,2,0,0,HB,Online TA,0,E,0,No Deposit,0,149,2
44,2,5,2,2,0,BB,Direct,0,G,1,No Deposit,0,148.57,3
74,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,85,2
74,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,85,2
31,0,2,2,0,0,BB,Online TA,0,C,1,No Deposit,0,152,2
34,2,5,2,2,0,BB,Direct,0,C,0,No Deposit,0,118.57,3
74,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,85,2
85,2,5,2,0,0,HB,Online TA,0,E,1,No Deposit,0,105.69,0
22,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,127,1
66,0,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,89.5,1
153,0,4,2,0,0,BB,Online TA,0,E,0,No Deposit,0,90,2
77,0,5,2,1,0,HB,Direct,0,D,0,No Deposit,0,153.9,3
23,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,120,1
116,0,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,82.5,2
153,0,4,2,0,0,BB,Online TA,0,E,0,No Deposit,0,90,2
17,0,3,2,0,0,HB,Online TA,0,A,0,No Deposit,0,152,2
41,0,3,2,0,0,HB,Online TA,0,D,0,No Deposit,0,152,2
157,0,4,2,0,0,BB,Online TA,0,E,0,No Deposit,0,90,2
80,0,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,124,1
37,0,3,2,2,1,BB,Online TA,0,C,1,No Deposit,0,152,2
31,0,3,1,0,0,HB,Online TA,0,A,1,No Deposit,0,127,2
28,0,4,2,2,0,BB,Online TA,0,C,0,No Deposit,0,151.25,2
16,0,3,3,1,0,HB,Online TA,0,H,0,No Deposit,0,270,0
52,0,3,2,1,0,BB,Online TA,0,C,1,No Deposit,0,143,1
5,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,130,1
36,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,112,1
89,0,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,122,2
89,0,2,3,0,0,BB,Online TA,0,E,1,No Deposit,0,122,3
73,0,3,2,0,0,HB,Direct,0,A,0,No Deposit,0,115.5,0
65,0,3,2,0,0,HB,Online TA,0,D,0,No Deposit,0,132,2
39,0,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,112,1
6,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,130,1
67,0,3,2,2,0,BB,Online TA,0,C,3,No Deposit,0,130,1
156,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,60,2
34,0,3,3,1,0,HB,Online TA,0,C,3,No Deposit,0,228.5,2
156,0,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,60,2
52,1,3,2,0,0,HB,Online TA,0,A,1,No Deposit,0,142,2
88,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,57.61,0
58,1,4,2,0,0,HB,Direct,0,F,3,No Deposit,0,171,0
92,1,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,80.02,2
267,3,6,2,0,0,BB,Direct,0,A,0,No Deposit,0,56.45,0
267,3,6,2,0,0,BB,Direct,0,A,0,No Deposit,0,54.68,0
77,1,3,2,0,1,HB,Online TA,0,A,1,No Deposit,0,117.75,3
77,1,3,2,0,0,HB,Online TA,0,A,0,No Deposit,0,110.75,2
41,1,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,89.4,1
13,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,116.67,1
8,1,4,2,0,0,HB,Online TA,0,G,1,No Deposit,0,249,1
32,1,2,1,0,0,BB,Direct,0,D,1,No Deposit,0,97.5,2
42,1,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,128.33,1
18,1,4,2,0,0,BB,Direct,0,A,2,No Deposit,0,111.8,0
2,1,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,118,0
0,0,1,1,0,0,BB,Direct,1,A,0,No Deposit,0,87,0
1,1,4,2,0,0,BB,Direct,0,D,0,No Deposit,0,137,0
32,1,2,2,0,0,Undefined,Direct,0,C,0,No Deposit,0,197.33,0
30,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,76.67,0
4,1,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,138.67,2
15,1,2,3,1,0,BB,Online TA,0,H,0,No Deposit,0,212,0
34,1,3,2,0,0,HB,Direct,0,F,1,No Deposit,0,193,0
12,1,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,146.67,1
38,1,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,98.33,1
65,1,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,113.67,2
65,1,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,91.67,2
10,1,1,1,1,0,HB,Online TA,0,C,0,No Deposit,0,158.4,1
10,1,1,2,0,0,HB,Online TA,0,C,0,No Deposit,0,165.4,1
0,1,0,2,2,0,BB,Direct,0,C,0,No Deposit,0,131,0
110,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,72.5,2
68,1,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,85.75,1
72,1,2,2,0,0,BB,Direct,0,E,0,No Deposit,0,104.33,2
6,1,2,2,2,0,BB,Direct,0,C,0,No Deposit,0,158.67,1
86,1,4,2,0,0,BB,Online TA,0,E,0,No Deposit,0,115,1
4,1,0,2,0,0,BB,Direct,0,A,0,No Deposit,0,91,0
108,1,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,91.67,1
72,1,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,93.75,1
17,1,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,88,1
7,1,0,1,0,0,BB,Direct,0,A,0,No Deposit,0,83,0
9,0,1,1,0,0,BB,Direct,1,A,0,No Deposit,0,83,0
73,2,1,2,1,0,BB,Online TA,0,D,0,No Deposit,0,82.07,0
73,2,1,1,1,0,BB,Online TA,0,D,0,No Deposit,0,64.17,0
73,2,1,1,1,0,BB,Online TA,0,D,0,No Deposit,0,64.17,0
156,2,5,2,0,0,Undefined,Direct,0,A,1,No Deposit,0,111.25,2
156,2,5,3,0,0,Undefined,Direct,0,A,3,No Deposit,0,180,1
32,2,0,2,0,0,BB,Direct,0,A,0,No Deposit,0,87,0
4,1,0,2,0,0,BB,Direct,0,E,0,No Deposit,0,114.95,0
7,1,0,1,0,0,BB,Online TA,0,A,0,No Deposit,0,95,0
28,2,0,2,0,0,BB,Online TA,0,E,0,No Deposit,0,115,1
28,2,0,2,0,0,BB,Online TA,0,E,0,No Deposit,0,115,1
7,1,0,1,0,0,BB,Online TA,0,A,0,No Deposit,0,72.16,0
88,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,55.83,1
14,2,2,2,0,0,BB,Online TA,0,E,0,No Deposit,0,137.5,2
2,0,2,2,0,0,BB,Direct,0,E,1,No Deposit,0,125,2
28,2,5,2,2,0,HB,Online TA,0,G,0,No Deposit,0,228,1
7,1,0,2,0,0,BB,Online TA,0,A,1,No Deposit,0,88.6,1
212,2,1,2,0,0,BB,Online TA,0,E,4,No Deposit,0,99,2
67,1,0,2,0,0,BB,Online TA,0,D,0,No Deposit,0,75,2
0,0,1,2,0,0,BB,Direct,0,D,0,No Deposit,0,101,2
61,1,0,2,0,0,BB,Online TA,0,A,0,No Deposit,0,85,1
0,0,1,2,0,0,BB,Direct,0,A,0,No Deposit,0,91,1
69,2,2,2,0,0,HB,Online TA,0,A,0,No Deposit,0,111.5,0
198,2,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,98.5,1
75,2,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,80.6,1
0,1,0,2,0,0,BB,Direct,0,A,0,No Deposit,0,91,0
172,2,3,2,0,0,BB,Direct,0,F,0,No Deposit,0,105.5,0
85,2,5,2,0,0,HB,Direct,0,F,1,No Deposit,0,142.5,1
85,2,5,2,0,0,HB,Direct,0,F,3,No Deposit,0,142.5,1
11,2,0,2,0,0,HB,Direct,0,A,1,No Deposit,0,119.75,1
0,1,0,2,0,0,BB,Direct,0,D,1,No Deposit,0,98,0
3,1,0,1,0,0,BB,Online TA,0,E,0,No Deposit,0,133,0
216,4,5,2,0,0,BB,Online TA,0,E,0,No Deposit,0,94.9,2
216,4,5,2,0,0,BB,Online TA,0,E,0,No Deposit,0,87.9,2
22,2,2,2,0,0,BB,Online TA,0,A,0,No Deposit,0,109.5,2
67,2,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,75,2
0,1,0,1,0,0,BB,Direct,0,A,1,No Deposit,0,91,0
86,2,2,2,0,0,HB,Direct,0,F,1,No Deposit,0,133.25,1
89,2,5,2,0,0,HB,Online TA,0,E,0,No Deposit,0,132.86,1
164,2,5,2,0,0,HB,Online TA,0,E,0,No Deposit,0,126.64,3
171,2,6,2,0,0,BB,Online TA,0,D,0,No Deposit,0,77.19,1
9,2,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,121,1
73,2,3,2,0,0,BB,Online TA,0,A,0,No Deposit,0,77,1
76,2,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,43.2,0
80,2,4,2,1,0,HB,Direct,0,G,1,No Deposit,0,168.25,0
63,2,5,2,0,1,BB,Direct,0,D,1,No Deposit,0,82.86,2
126,1,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,54,1
126,1,1,1,0,0,BB,Online TA,0,D,1,No Deposit,0,54,1
12,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,96,0
12,0,1,1,0,0,BB,Online TA,0,E,0,No Deposit,0,96,0
126,1,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,54,1
27,2,3,2,0,0,BB,Direct,0,A,0,No Deposit,0,94,1
192,1,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,81,1
1,0,1,2,0,0,BB,Online TA,0,E,0,No Deposit,0,107.1,1
126,1,1,2,0,0,BB,Online TA,0,D,0,No Deposit,0,54,1
4,2,1,2,1,0,BB,Direct,0,E,0,No Deposit,0,139.95,1
60,2,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,104,2
100,2,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,60,1
0,1,1,1,0,0,BB,Direct,0,A,2,No Deposit,0,91,0
0,1,1,1,0,0,BB,Direct,0,A,3,No Deposit,0,91,0
128,2,5,1,0,0,BB,Online TA,0,A,0,No Deposit,0,61.71,1
128,2,5,2,0,0,BB,Online TA,0,A,1,No Deposit,0,72.71,1
0,0,2,2,0,0,BB,Direct,0,A,1,No Deposit,0,91,0
142,2,5,2,1,0,HB,Online TA,0,E,1,No Deposit,0,115.57,3
254,4,7,2,0,0,BB,Online TA,0,A,0,No Deposit,0,60.16,2
100,2,3,2,0,0,BB,Online TA,0,D,0,No Deposit,0,80,1
20,2,2,2,0,0,HB,Online TA,0,E,0,No Deposit,0,156.5,1
0,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,80.75,1
167,2,7,2,0,0,BB,Direct,0,E,0,No Deposit,0,78.8,2
67,2,2,2,0,0,BB,Online TA,0,D,0,No Deposit,0,82,2
0,0,1,2,0,0,BB,Online TA,0,A,0,No Deposit,0,80.75,0
1,2,3,1,1,0,HB,Online TA,0,A,0,No Deposit,0,98.88,1
75,2,4,2,0,0,BB,Online TA,0,A,0,No Deposit,0,46.2,0
95,2,7,2,2,0,BB,Online TA,0,G,0,No Deposit,0,140,1
72,2,5,2,0,0,BB,Online TA,0,D,0,No Deposit,0,89.14,1
60,1,3,2,0,0,HB,Online TA,0,E,0,No Deposit,0,153.25,2
83,2,4,2,0,0,HB,Direct,0,F,1,No Deposit,0,127.75,1
